# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1946
#@/user_id	7ce4dbd7-6f89-4799-8667-6ada7e25db6d
niu jiu shi 	牛就是	c=1 d=0.0204453 t=1946
niu pi 	牛皮	c=0 d=0.0268474 t=1946
nong 	弄	c=1 d=1 t=1798
nong yao 	農藥	c=1 d=1 t=1593
nong ye 	農業	c=1 d=1 t=1594
pa 	掱	c=1 d=1 t=1781
pai ban 	排版	c=1 d=1 t=1216
pai xu 	排序	c=2 d=0.128735 t=1946
pai zai 	排在	c=1 d=1 t=923
pao qi 	拋棄	c=0 d=0.1 t=1516
pei se 	配色	c=2 d=1.17552 t=1396
pei zhi 	配置	c=5 d=0.674163 t=1946
pei zhi wen jian 	配置文件	c=5 d=0.533888 t=1946
peng you 	朋友	c=4 d=0.937067 t=1946
pi er jian gu 	俾爾戩穀	c=1 d=0.217621 t=1946
pi fu 	皮膚	c=9 d=0.590777 t=1946
pi jiu 	啤酒	c=1 d=0.0186856 t=1946
pian pi 	偏僻	c=1 d=1 t=1553
pin yin 	拼音	c=1 d=1 t=1870
ping fang mi 	平方米	c=1 d=1 t=1689
ping guo 	蘋果	c=1 d=0.0174224 t=1946
ping mu 	屏幕	c=1 d=0.514274 t=1946
qi che 	汽車	c=1 d=1 t=1596
qi ci 	其次	c=1 d=0.414783 t=1946
qi ta 	其他	c=2 d=0.0661172 t=1946
qian ji tian 	前幾天	c=1 d=0.0405589 t=1946
qian mian 	前面	c=1 d=0.0263839 t=1946
qie 	且	c=3 d=0.189191 t=1946
qie huan 	切換	c=6 d=0.290268 t=1946
qing 	清	c=1 d=0.130035 t=1946
qing chang shi 	請嘗試	c=1 d=0.0254765 t=1946
qing wen 	請問	c=5 d=1.1531 t=1946
qing wen yi hou 	請問以後	c=1 d=0.249075 t=1946
qing wu 	請勿	c=1 d=1 t=1524
qiu zhu 	求助	c=1 d=1 t=1004
qu ku 	曲庫	c=0 d=0.1 t=1584
qu nian 	去年	c=1 d=1 t=1850
qu xiang xiang tian ge 	曲项向天歌	c=0 d=0.1 t=1749
quan bu 	全部	c=1 d=0.075774 t=1946
quan pin 	全拼	c=1 d=1 t=1657
quan shi 	全是	c=1 d=1 t=1907
qun zhu 	群主	c=1 d=0.208045 t=1946
ran hou 	然後	c=1 d=1 t=1384
rang 	讓	c=1 d=1 t=955
rang ni 	讓你	c=0 d=0.0499074 t=1946
rang ni shi wang 	讓你失望	c=1 d=0.501576 t=1946
rang ta 	讓它	c=1 d=1 t=965
re men 	熱門	c=1 d=1 t=1599
ren bu zhu 	忍不住	c=1 d=0.307279 t=1946
ren ming 	人名	c=0 d=0.1 t=1586
ren wei 	認爲	c=1 d=1 t=932
rong liang 	容量	c=1 d=1 t=1321
ru ci 	如此	c=1 d=0.136695 t=1946
ru guo 	如果	c=6 d=0.87379 t=1946
ru he 	如何	c=12 d=2.35248 t=1946
ru xia 	如下	c=0 d=0.128224 t=1827
ruan jian 	軟件	c=2 d=0.835487 t=1946
ruan jian zhong xin 	軟件中心	c=2 d=1.38868 t=1341
s c h o o l 	school	c=2 d=1.99501 t=1735
san 	三	c=1 d=0.0614212 t=1946
san ge 	三個	c=1 d=1 t=1782
san shi sui 	三十歲	c=1 d=0.0187793 t=1946
san xing 	三星	c=1 d=1 t=865
se zhi 	色值	c=2 d=1.89583 t=1047
shan 	羴	c=1 d=1 t=1778
shang 	上	c=6 d=1.52368 t=1946
shang dian 	商店	c=1 d=0.683861 t=1946
shang fang 	上方	c=1 d=0.0319048 t=1946
shang mian 	上面	c=3 d=2.73906 t=1225
shang ping 	上屏	c=1 d=1 t=1055
shang shu 	上述	c=1 d=0.565525 t=1946
shang tu 	上圖	c=1 d=0.0982736 t=1946
shao 	少	c=1 d=0.064894 t=1946
shao fa 	少發	c=2 d=0.423448 t=1946
shao shu pai 	少數派	c=1 d=1 t=1708
she ding 	設定	c=0 d=0.00702988 t=1946
she ji 	涉及	c=1 d=1 t=1211
she zhi 	設置	c=20 d=3.24215 t=1946
shen lan 	深藍	c=0 d=0.1 t=1567
shen lan ci ku 	深藍詞庫	c=1 d=1 t=1568
shen me 	什麼	c=2 d=1.10076 t=1710
sheng dan jie 	聖誕節	c=1 d=1 t=1745
sheng xia 	剩下	c=1 d=1 t=1230
shi 	事	c=1 d=1 t=1207
shi 	屍	c=1 d=0.0338641 t=1946
shi 	是	c=23 d=2.21714 t=1946
shi 	試	c=0 d=0.1 t=1279
shi bai 	失敗	c=1 d=0.0253494 t=1946
shi da fu 	士大夫	c=3 d=0.359001 t=1946
shi fou 	是否	c=2 d=0.801575 t=1946
shi hou 	時候	c=2 d=0.371659 t=1946
shi ji 	實際	c=1 d=1 t=1439
shi jian 	時間	c=2 d=1.80252 t=1896
shi jie 	視界	c=0 d=0.1 t=1259
shi le xia 	试了下	c=1 d=1 t=1667
shi li 	示例	c=4 d=0.450145 t=1946
shi liu jin zhi 	十六進制	c=2 d=0.0280154 t=1946
shi pin 	視頻	c=1 d=1 t=1324
shi shi 	實施	c=0 d=0.00257325 t=1946
shi shi 	試試	c=4 d=0.800907 t=1946
shi wang 	失望	c=0 d=0.0499074 t=1946
shi yan 	試驗	c=2 d=1.2982 t=1523
shi yong 	使用	c=7 d=1.32751 t=1946
shou bu dao 	收不到	c=1 d=1 t=1854
shou ji 	手機	c=1 d=1.01773 t=1853
shou ji duan 	手機端	c=1 d=1 t=1508
shou xuan xiang 	首選項	c=1 d=1 t=909
shu biao 	鼠標	c=1 d=0.628135 t=1946
shu ru 	輸入	c=5 d=0.424508 t=1946
shu ru fa 	輸入法	c=24 d=2.80475 t=1946
shu ru fa ma 	輸入法嗎	c=1 d=1 t=1448
shu ru ma 	輸入碼	c=1 d=1 t=896
shu xu guan 	鼠鬚管	c=28 d=6.00757 t=1946
shu zhi 	數值	c=1 d=0.0315873 t=1946
shu zi 	數字	c=5 d=0.127454 t=1946
shua ji 	刷機	c=1 d=1 t=1069
shua xin 	刷新	c=0 d=0.00254765 t=1946
shui 	水	c=0 d=0.1 t=1750
shun xu 	順序	c=1 d=1 t=1362
shuo 	說	c=4 d=1.15084 t=1946
shuo hua 	說話	c=1 d=0.0480747 t=1946
si 	四	c=1 d=0.114178 t=1946
si 	死	c=0 d=0.00205478 t=1946
si xin 	死心	c=0 d=0.1 t=1143
si xin guan li yuan 	死心管理員	c=1 d=1 t=1144
sou 	搜	c=1 d=1 t=970
sou gou 	搜狗	c=11 d=0.939249 t=1946
su cheng qu 	宿城區	c=1 d=1 t=1566
su du 	速度	c=9 d=1.13892 t=1946
su hua 	俗話	c=0 d=0.00142642 t=1946
su yu 	俗語	c=0 d=0.1 t=1576
sui yi 	隨意	c=1 d=0.0478349 t=1946
suo 	所	c=1 d=0.10383 t=1946
suo ni 	索尼	c=11 d=4.79797 t=1946
suo ni dian shi 	索尼電視	c=1 d=1 t=1304
t e a c h e r 	teacher	c=1 d=1 t=1736
tai 	太	c=0 d=0.1 t=1903
tai duo 	太多	c=1 d=1 t=1889
tai fu za 	太複雜	c=1 d=1 t=1904
tai wan 	臺灣	c=1 d=0.0146253 t=1946
tan chu 	彈出	c=1 d=0.0710054 t=1946
tan suo xue xi 	探索學習	c=1 d=1 t=1488
tao can 	套餐	c=1 d=1 t=1286
ti 	體	c=1 d=0.0642483 t=1946
ti huan 	替換	c=3 d=0.220271 t=1946
ti yan 	體驗	c=5 d=0.312149 t=1946
tian 	天	c=1 d=1 t=1283
tian ge 	添個	c=0 d=0.1 t=1467
tian jia 	添加	c=4 d=0.140698 t=1946
tian jia sou gou 	添加搜狗	c=1 d=1 t=1607
tiao 	條	c=0 d=0.1 t=960
tiao jiao 	調教	c=1 d=1 t=1616
tiao zheng 	調整	c=1 d=0.066205 t=1946
tie zi 	帖子	c=1 d=1 t=1886
tong guo 	通過	c=1 d=0.0149956 t=1946
tong xin 	通信	c=0 d=0.1 t=1564
tong xue 	同學	c=1 d=0.301194 t=1946
tong yang 	同樣	c=1 d=0.0387742 t=1946
tong yi 	同一	c=1 d=1 t=975
tong yi ge 	同一個	c=1 d=1 t=895
tu 	圖	c=1 d=1 t=1829
tui chu 	退出	c=1 d=0.0623495 t=1946
tuo jin qu 	拖進去	c=1 d=0.0608101 t=1946
wai zu mu 	外祖母	c=1 d=1 t=1563
wan bi 	完畢	c=0 d=0.1 t=1495
wan cheng 	完成	c=5 d=0.43634 t=1946
wan cheng an zhuang 	完成安裝	c=1 d=0.0611149 t=1946
wan cheng hou 	完成後	c=1 d=0.107528 t=1946
wan yi er 	玩意兒	c=1 d=1 t=1711
wang 	王	c=1 d=1 t=1183
wang ji 	忘記	c=1 d=0.913931 t=1946
wang luo 	網絡	c=1 d=1 t=1270
wang pan 	網盤	c=1 d=1 t=1209
wang ye 	網頁	c=0 d=0.1 t=1510
wang ye ban 	網頁版	c=1 d=1 t=1290
wang ye duan 	網頁端	c=1 d=1 t=1511
wang zhan 	網站	c=1 d=1 t=1615
wei 	位	c=10 d=0.292419 t=1946
wei 	爲	c=3 d=0.543351 t=1946
wei he 	爲何	c=2 d=1.8781 t=1166
wei li 	爲例	c=1 d=1 t=1392
wei shu 	位數	c=1 d=0.0238732 t=1946
wei zhuan 	爲轉	c=1 d=0.0209629 t=1946
wen ben 	文本	c=4 d=0.101518 t=1946
wen ben ti huan 	文本替換	c=7 d=0.664131 t=1946
wen jian 	文件	c=8 d=0.875479 t=1946
wen jian jia 	文件夾	c=3 d=0.951829 t=1946
wen ti 	問題	c=3 d=0.590829 t=1946
wen wen 	問問	c=1 d=0.71177 t=1946
wen zhang 	文章	c=1 d=1 t=1192
wo 	我	c=36 d=3.59609 t=1946
wo men 	我們	c=3 d=0.174094 t=1946
wo men de 	我們的	c=1 d=1 t=1347
wo zhi dao 	我知道	c=4 d=0.228504 t=1946
wu 	五	c=1 d=0.11475 t=1946
wu bi 	五筆	c=1 d=1 t=1860
wu guan 	無關	c=1 d=1 t=1271
wu liao 	無聊	c=1 d=1 t=1495
wu xiao 	無效	c=1 d=1 t=890
xi 	喜	c=0 d=0.0197899 t=1946
xi an 	西安	c=5 d=4.95037 t=1730
xi hao 	喜好	c=1 d=0.0816756 t=1946
xi huan 	喜歡	c=3 d=0.292043 t=1946
xi tong 	系統	c=1 d=1 t=1487
xia 	下	c=6 d=1.88535 t=1946
xia mian 	下面	c=2 d=0.57695 t=1946
xia tu 	下圖	c=3 d=0.657033 t=1946
xia zai 	下載	c=6 d=0.553814 t=1946
xian 	先	c=0 d=0.1 t=1279
xian 	現	c=1 d=1 t=1725
xian 	鱻	c=1 d=1 t=1775
xian shi 	顯示	c=7 d=2.49054 t=1404
xian shi yi ge yue 	先試一個月	c=1 d=1 t=1280
xian zai 	現在	c=2 d=0.529935 t=1946
xiang 	想	c=6 d=0.216128 t=1946
xiang 	項	c=0 d=0.0105399 t=1946
xiang gang 	香港	c=1 d=0.0146986 t=1946
xiang ge 	像個	c=1 d=1 t=1627
xiang kan 	想看	c=1 d=0.985112 t=1946
xiang qi lai 	想起來	c=1 d=0.965605 t=1946
xiang xiang 	想想	c=0 d=0.1 t=1467
xiang xin 	相信	c=1 d=0.511709 t=1946
xiang ying 	響應	c=2 d=1.02317 t=1842
xiang ying su du 	响应速度	c=1 d=1 t=1879
xiao 	笑	c=2 d=1.13534 t=1903
xiao bai 	小白	c=1 d=1 t=1003
xiao guo 	效果	c=5 d=0.582748 t=1946
xiao guo ru xia 	效果如下	c=1 d=1 t=1828
xiao mi 	小米	c=0 d=0.199501 t=1941
xiao mi bao zhuang 	小米包裝	c=1 d=1 t=1941
xiao mi gong si 	小米公司	c=1 d=1 t=1942
xiao xin 	小心	c=1 d=0.205975 t=1946
xiao yu 	小於	c=1 d=1 t=1484
xie lou 	泄漏	c=1 d=0.16696 t=1946
xie xie 	謝謝	c=1 d=1 t=1696
xie yin 	諧音	c=1 d=1 t=1817
xin 	心	c=7 d=6.81904 t=1926
xin 	新	c=1 d=0.909673 t=1946
xin dian shi 	新電視	c=1 d=0.697676 t=1946
xin li 	心理	c=1 d=0.418952 t=1946
xiu fu 	修復	c=1 d=1 t=1894
xiu gai 	修改	c=13 d=0.739744 t=1946
xiu gai wei 	修改爲	c=1 d=0.111359 t=1946
xu qiu 	需求	c=0 d=0.1 t=1297
xu yao 	需要	c=5 d=2.06723 t=1946
xuan ci 	選詞	c=1 d=0.12938 t=1946
xuan gou 	選購	c=1 d=1 t=1299
xue xi 	學習	c=1 d=1.02091 t=1834
xue xi can kao 	學習參考	c=1 d=1 t=1522
ya 	呀	c=2 d=1.21762 t=1349
ya ma xun 	亞馬遜	c=1 d=1 t=1300
yan 	焱	c=1 d=1 t=1767
yan ge 	閹割	c=2 d=0.752014 t=1946
yan jin 	嚴禁	c=1 d=1 t=1525
yan jiu 	研究	c=2 d=0.526769 t=1946
yan jiu xia 	研究下	c=1 d=0.496585 t=1946
yan se 	顏色	c=19 d=0.427728 t=1946
yan zheng ma 	驗證碼	c=1 d=1 t=1855
yao 	垚	c=1 d=1 t=1768
yao 	要	c=1 d=0.154896 t=1946
yao qing ma 	邀請碼	c=1 d=1 t=1485
ye 	也	c=9 d=1.46872 t=1946
ye 	耶	c=1 d=1 t=1930
ye bu zhi dao 	也不知道	c=2 d=1.96561 t=1900
ye jiu shi 	也就是	c=1 d=1 t=906
ye mian 	頁面	c=0 d=0.00256042 t=1946
ye xu 	也許	c=2 d=1.41485 t=1946
ye you 	也有	c=0 d=0.00395575 t=1946
ye you ke neng 	也有可能	c=1 d=0.0397558 t=1946
yi 	一	c=1 d=1 t=1342
yi 	以	c=1 d=1 t=1390
yi 	已	c=1 d=1 t=1902
yi ban 	一般	c=1 d=1 t=1428
yi ci 	一次	c=1 d=0.261846 t=1946
yi dian 	一點	c=1 d=0.759572 t=1946
yi fan 	一番	c=1 d=0.341298 t=1946
yi ge 	一個	c=2 d=1.26185 t=1151
yi ge yue 	一個月	c=0 d=0.1 t=1279
yi hou 	以後	c=0 d=0.0247833 t=1946
yi pin 	一品	c=0 d=0.1 t=1560
yi shi wu cheng 	一事無成	c=0 d=0.1 t=1648
yi shi wu cheng liang bin shuang 	一事無成兩鬢霜	c=1 d=1 t=1649
yi si 	意思	c=2 d=1.97531 t=934
yi tian 	一天	c=1 d=1 t=1802
yi wen 	疑問	c=3 d=0.247833 t=1946
yi xia 	一下	c=2 d=0.0715622 t=1946
yi xia 	以下	c=1 d=0.162026 t=1946
yi xie 	一些	c=2 d=0.737337 t=1946
yi yang 	一樣	c=2 d=0.474734 t=1946
yi ye xu zheng pao 	一夜絮徵袍	c=1 d=1 t=1613
yi yi sheng lv tai 	一一生綠苔	c=1 d=1 t=1648
yi zhi 	一直	c=1 d=0.282239 t=1946
yi zhong 	一種	c=1 d=1 t=1330
yin si 	隱私	c=2 d=0.23367 t=1946
yin wei 	因爲	c=2 d=0.53344 t=1946
ying wen 	英文	c=3 d=1.18457 t=1946
ying xiang 	影響	c=1 d=1 t=1882
ying yong 	應用	c=1 d=1 t=881
yong 	用	c=1 d=0.560055 t=1946
yong hao 	永浩	c=1 d=1 t=1174
yong hu 	用戶	c=0 d=0.00702988 t=1946
yong hu she ding 	用戶設定	c=1 d=0.0706512 t=1946
you 	又	c=5 d=1.26301 t=1946
you 	有	c=3 d=0.0430888 t=1946
you ce 	右側	c=1 d=0.126818 t=1946
you duan 	有段	c=1 d=1 t=1851
you ge 	有個	c=1 d=0.246597 t=1946
you guan 	有關	c=1 d=1 t=1268
you guan 	油管	c=2 d=1.49164 t=1267
you kong 	有空	c=1 d=0.527292 t=1946
you mei you 	有沒有	c=1 d=0.790571 t=1946
you ren 	有人	c=4 d=0.559703 t=1946
you shang jiao 	右上角	c=1 d=1 t=1385
you shi 	優勢	c=1 d=1 t=1370
you tong xue 	有同學	c=1 d=0.50409 t=1946
you xiao 	有效	c=0 d=0.1 t=904
yuan 	元	c=3 d=2.78234 t=1284
yuan bu ru 	遠不如	c=0 d=0.0135335 t=1946
yuan bu ru ci 	遠不如次	c=1 d=0.136014 t=1946
yuan chang 	原廠	c=1 d=1 t=1060
yuan liang 	原諒	c=1 d=1 t=1813
yuan sheng 	原生	c=1 d=1 t=1065
yuan tu 	原圖	c=1 d=1 t=1717
yuan yin 	原因	c=2 d=0.0815285 t=1946
yuan ze 	原則	c=1 d=1 t=1823
yuan zhuang 	原裝	c=1 d=1 t=875
yue 	月	c=2 d=1.98511 t=1285
yue 	越	c=0 d=0.1 t=982
yue da 	越大	c=1 d=1 t=981
yue kao qian 	越靠前	c=1 d=1 t=983
yue qi 	樂器	c=1 d=1 t=1922
zai 	再	c=2 d=0.669571 t=1946
zai 	在	c=13 d=2.08121 t=1946
zai ci 	再次	c=3 d=0.997617 t=1946
zai xian 	在線	c=0 d=0.0024972 t=1946
zan dou 	咱都	c=1 d=1 t=1560
zan shi 	暫時	c=1 d=1 t=1880
zao 	早	c=0 d=0.199501 t=1517
zao jie tuo 	早解脫	c=1 d=1 t=1518
zao pao qi 	早拋棄	c=1 d=1 t=1517
zen me 	怎麼	c=2 d=1.57984 t=1906
zhan shi 	展示	c=1 d=0.1764 t=1946
zhan tie 	粘貼	c=1 d=0.0746459 t=1946
zhan yong 	佔用	c=1 d=1 t=1875
zhang hao 	帳號	c=1 d=0.66034 t=1946
zhao 	找	c=1 d=1.04296 t=1307
zhao dao 	找到	c=2 d=1.2265 t=1394
zhao qun zhu 	找群主	c=1 d=1 t=1139
zhao shang 	招商	c=0 d=0.1 t=1752
zhao shang lan xi gu 	招商蘭溪谷	c=1 d=1 t=1753
zhe 	這	c=1 d=0.0451581 t=1946
zhe bu shi 	這不是	c=1 d=0.618783 t=1946
zhe fang bian 	這方便	c=1 d=0.453845 t=1946
zhe fang mian 	這方面	c=1 d=0.412714 t=1946
zhe ge 	這個	c=7 d=0.553514 t=1946
zhe li 	這裏	c=1 d=0.0471227 t=1946
zhe shi 	這是	c=1 d=1 t=1367
zhe teng 	折騰	c=3 d=1.33815 t=1800
zhe xia 	這下	c=1 d=0.384812 t=1946
zhe yang 	這樣	c=1 d=1 t=894
zhen 	真	c=5 d=0.62 t=1946
zhen hao 	真好	c=2 d=1.83527 t=1173
zhen shi 	真是	c=1 d=1 t=1514
zhi bo 	直播	c=2 d=1.05999 t=1946
zhi chi 	支持	c=4 d=1.52608 t=1946
zhi jian 	之間	c=2 d=0.250712 t=1946
zhi jie 	直接	c=1 d=0.254107 t=1946
zhi neng 	只能	c=0 d=0.1 t=1288
zhi neng ne ge 	只能呢個	c=1 d=1 t=1289
zhi qian 	之前	c=5 d=2.59053 t=1946
zhi shao 	至少	c=2 d=0.857935 t=1946
zhi shi 	只是	c=2 d=1.25666 t=1149
zhi yu 	至於	c=1 d=1 t=925
zhong 	中	c=1 d=1 t=912
zhong can 	中餐	c=1 d=1 t=1932
zhong guo 	中國	c=1 d=0.0145524 t=1946
zhong hua chuan tong 	中華傳統	c=1 d=1 t=1923
zhong jian 	中間	c=1 d=0.12493 t=1946
zhong wen 	中文	c=1 d=1 t=1816
zhong ying wen 	中英文	c=2 d=0.228779 t=1946
zhou yi 	週一	c=2 d=1.99005 t=1812
zhu 	註	c=3 d=0.133989 t=1946
zhu ti 	主題	c=1 d=1 t=1391
zhuan 	孨	c=1 d=1 t=1770
zhuan 	轉	c=1 d=0.0241131 t=1946
zhuan huan 	轉換	c=7 d=0.182465 t=1946
zhuan mai 	轉買	c=1 d=1 t=1259
zhuan wei 	轉爲	c=2 d=0.0649562 t=1946
zhuang 	壵	c=1 d=1 t=1769
zhuang 	裝	c=2 d=1.01401 t=1946
zi 	字	c=2 d=1.03544 t=1659
zi dai 	自帶	c=3 d=0.343599 t=1946
zi dai shu ru fa 	自帶輸入法	c=1 d=0.0523397 t=1946
zi ding yi 	自定義	c=3 d=0.825531 t=1946
zi dong 	自動	c=0 d=0.1 t=1945
zi dong bei fen 	自動備份	c=1 d=1 t=1946
zi ji 	自己	c=5 d=0.358483 t=1946
zi mao shan 	紫帽山	c=1 d=1 t=1557
zi ru 	自如	c=1 d=1 t=1169
zi ti 	字體	c=7 d=0.479845 t=1946
zi ti ce 	字體冊	c=1 d=0.0599047 t=1946
zi ti da xiao 	字體大小	c=1 d=0.0953692 t=1946
zi ti xia zai 	字體下載	c=1 d=0.0575558 t=1946
zi xi 	仔細	c=2 d=0.830325 t=1946
zi xun 	諮詢	c=2 d=0.701173 t=1946
zu ci 	組詞	c=0 d=0.0064894 t=1946
zu ci neng li 	組詞能力	c=1 d=0.0652193 t=1946
zu gou 	足夠	c=1 d=0.302407 t=1946
zu gou yong 	足夠用	c=1 d=0.367879 t=1946
zui 	最	c=1 d=1 t=1366
zui da 	最大	c=2 d=1.12063 t=1504
zui duo 	最多	c=1 d=1 t=1365
zui hao 	最好	c=1 d=1 t=1293
zui hou 	最後	c=1 d=0.444858 t=1946
zui jia 	最佳	c=1 d=0.170333 t=1946
zui xin 	最新	c=1 d=1 t=1754
zui zhong 	最終	c=1 d=0.438235 t=1946
zuo 	做	c=1 d=0.01649 t=1946
zuo bian 	左邊	c=1 d=1 t=1000
zuo bu liao 	做不了	c=1 d=1 t=1253
zuo ce 	左側	c=2 d=0.246144 t=1946
zuo tian 	昨天	c=1 d=0.293758 t=1946
zuo you 	左右	c=2 d=1.02045 t=1877
